0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1075, 53, 0, 0, 0, 0, 0, 5, 868, 16199, 282, 0, 0, 0, 0, 1, 312, 7540, 51771, 187, 0, 0, 0, 0, 24, 744, 22162, 108044, 249, 0, 0, 0, 1, 177, 841, 32673, 85033, 1, 0, 0, 0, 0, 66, 0, 2202, 1256, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 1, 0, 0, 0, 0, 0, 0, 96, 1120, 75, 0, 0, 0, 0, 0, 1, 888, 106642, 1307, 0, 0, 0, 0, 1, 1238, 47935, 275996, 479, 0, 0, 0, 0, 81, 1598, 71585, 277730, 353, 0, 0, 0, 1, 137, 401, 45087, 134377, 3, 0, 0, 0, 0, 242, 0, 6995, 19457, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 43, 1404, 16, 0, 0, 0, 0, 0, 14, 903, 5801, 32, 0, 0, 0, 0, 0, 316, 3443, 18020, 56, 0, 0, 0, 0, 32, 515, 7870, 31865, 14, 0, 0, 0, 0, 16, 54, 2701, 3033, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 1, 0, 0, 0, 0, 0, 0, 182, 8113, 152, 0, 0, 0, 0, 0, 32, 5792, 73192, 123, 0, 0, 0, 0, 1, 558, 19134, 48822, 13, 0, 0, 0, 0, 19, 155, 5613, 8308, 6, 0, 0, 0, 1, 23, 114, 1014, 1820, 0, 0, 0, 0, 1, 91, 0, 322, 976, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 12, 0, 0, 0, 0, 0, 0, 107, 3235, 24, 0, 0, 0, 0, 2, 209, 1367, 7987, 28, 0, 0, 0, 0, 7, 245, 3374, 13701, 33, 0, 0, 0, 1, 55, 309, 5467, 15351, 4, 0, 0, 0, 0, 28, 0, 1071, 458, stroma
0, 0, 0, 0, 0, 0, 0, 0, 10, 838, 96, 0, 0, 0, 0, 0, 2, 2101, 138520, 111, 0, 0, 0, 0, 0, 97, 21077, 82509, 32, 0, 0, 0, 0, 0, 219, 11656, 36562, 47, 0, 0, 0, 0, 4, 154, 7058, 25090, 3, 0, 0, 0, 0, 10, 29, 3477, 9059, 1, 0, 0, 0, 0, 13, 0, 535, 579, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 26, 2585, 131, 0, 0, 0, 0, 0, 7, 2534, 42815, 204, 0, 0, 0, 0, 1, 746, 13905, 61313, 76, 0, 0, 0, 0, 28, 314, 11296, 32449, 0, 0, 0, 0, 0, 12, 32, 836, 416, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 263, 14789, 279, 0, 0, 0, 0, 0, 62, 8600, 118363, 184, 0, 0, 0, 0, 1, 699, 22957, 76468, 69, 0, 0, 0, 1, 49, 569, 11638, 34760, 1, 0, 0, 0, 0, 14, 15, 1640, 833, 0, 0, 0, 0, 0, 22, 0, 57, 164, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1313, 20, 0, 0, 0, 0, 0, 5, 1039, 48012, 379, 0, 0, 0, 0, 3, 1085, 19544, 89740, 10, 0, 0, 0, 0, 17, 128, 6083, 6214, 5, 0, 0, 0, 0, 14, 58, 454, 600, 0, 0, 0, 0, 0, 0, 0, 1, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2348, 95, 0, 0, 0, 0, 0, 12, 2583, 63430, 110, 0, 0, 0, 0, 2, 478, 14562, 23761, 1, 0, 0, 0, 0, 10, 91, 956, 1205, 0, 0, 0, 0, 1, 11, 30, 225, 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 0, 0, 0, 0, 0, 1, 246, 18289, 63, 0, 0, 0, 0, 2, 510, 5857, 27518, 33, 0, 0, 0, 0, 7, 154, 3541, 7805, 2, 0, 0, 0, 1, 14, 71, 352, 1487, 0, 0, 0, 0, 0, 17, 0, 41, 20, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 27, 0, 0, 0, 0, 0, 1, 419, 23157, 41, 0, 0, 0, 0, 0, 37, 4782, 11602, 3, 0, 0, 0, 0, 1, 164, 1483, 3887, 1, 0, 0, 0, 0, 7, 98, 669, 933, 0, 0, 0, 0, 1, 6, 12, 75, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 15, 2363, 35, 0, 0, 0, 0, 0, 1, 2098, 232693, 2275, 0, 0, 0, 0, 0, 315, 111949, 556322, 277, 0, 0, 0, 0, 0, 612, 73917, 126765, 96, 0, 0, 0, 0, 9, 171, 9295, 35440, 47, 0, 0, 0, 0, 9, 58, 5664, 14572, 2, 0, 0, 0, 0, 0, 0, 1783, 8049, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 3, 1786, 21, 0, 0, 0, 0, 0, 1, 1394, 126352, 937, 0, 0, 0, 0, 0, 206, 55486, 228238, 88, 0, 0, 0, 0, 2, 582, 33056, 57264, 16, 0, 0, 0, 0, 8, 94, 2708, 4442, 3, 0, 0, 0, 0, 5, 0, 519, 872, 0, 0, 0, 0, 0, 0, 0, 6, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 0, 0, 0, 0, 0, 0, 115, 5147, 38, 0, 0, 0, 0, 1, 310, 1940, 20635, 22, 0, 0, 0, 0, 15, 247, 2957, 5219, 0, 0, 0, 0, 0, 38, 28, 438, 369, 0, 0, 0, 0, 3, 39, 0, 21, 15, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 5, 4089, 20, 0, 0, 0, 0, 0, 6, 2417, 51261, 12, 0, 0, 0, 0, 0, 36, 2730, 7961, 0, 0, 0, 0, 0, 1, 81, 226, 484, 0, 0, 0, 0, 0, 6, 14, 77, 203, 0, 0, 0, 0, 1, 3, 12, 21, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 626, 79, 0, 0, 0, 0, 0, 3, 1739, 97741, 125, 0, 0, 0, 0, 1, 101, 20359, 49393, 10, 0, 0, 0, 0, 0, 35, 4048, 5587, 1, 0, 0, 0, 0, 1, 0, 547, 3003, 3, 0, 0, 0, 0, 0, 0, 886, 1473, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 835, 52, 0, 0, 0, 0, 0, 1, 636, 11419, 90, 0, 0, 0, 0, 0, 167, 4840, 27910, 156, 0, 0, 0, 0, 14, 670, 14901, 67797, 188, 0, 0, 0, 0, 167, 957, 28839, 116569, 13, 0, 0, 0, 0, 34, 0, 5238, 2591, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 463, 10, 0, 0, 0, 0, 0, 1, 454, 34066, 183, 0, 0, 0, 0, 0, 88, 11621, 80585, 75, 0, 0, 0, 0, 1, 364, 9589, 23653, 15, 0, 0, 0, 0, 9, 94, 2139, 5861, 0, 0, 0, 0, 0, 8, 39, 290, 439, 0, 0, 0, 0, 0, 21, 0, 46, 42, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 322, 46, 0, 0, 0, 0, 0, 11, 293, 5474, 158, 0, 0, 0, 0, 0, 184, 3027, 15208, 45, 0, 0, 0, 0, 20, 492, 8380, 42799, 221, 0, 0, 0, 1, 135, 528, 17968, 53874, 0, 0, 0, 0, 0, 10, 0, 397, 156, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 768, 16, 0, 0, 0, 0, 0, 1, 717, 47449, 1216, 0, 0, 0, 0, 0, 136, 31040, 278697, 210, 0, 0, 0, 0, 0, 617, 45245, 60972, 11, 0, 0, 0, 0, 11, 78, 7007, 8725, 2, 0, 0, 0, 0, 4, 19, 1999, 2145, 0, 0, 0, 0, 0, 66, 2, 1241, 5112, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 108, 2, 0, 0, 0, 0, 0, 2, 118, 1185, 12, 0, 0, 0, 0, 0, 97, 562, 3449, 15, 0, 0, 0, 0, 5, 261, 1668, 10525, 20, 0, 0, 0, 0, 83, 186, 3880, 8345, 1, 0, 0, 0, 0, 7, 0, 464, 145, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 37, 888, 28, 0, 0, 0, 0, 0, 68, 411, 3175, 33, 0, 0, 0, 0, 3, 234, 1329, 9012, 28, 0, 0, 0, 2, 51, 223, 3729, 12859, 1, 0, 0, 0, 0, 109, 0, 868, 764, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2405, 60, 0, 0, 0, 0, 0, 0, 1339, 12760, 140, 0, 0, 0, 0, 0, 293, 5872, 28347, 62, 0, 0, 0, 1, 26, 911, 14375, 71351, 40, 0, 0, 0, 0, 86, 115, 10009, 8225, 0, 0, 0, 0, 0, 0, 0, 1, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 25, 5581, 113, 0, 0, 0, 0, 0, 11, 3869, 77750, 221, 0, 0, 0, 0, 1, 906, 19931, 77651, 35, 0, 0, 0, 0, 26, 245, 7345, 15211, 0, 0, 0, 0, 0, 9, 24, 793, 802, 0, 0, 0, 0, 1, 18, 0, 66, 43, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1276, 41, 0, 0, 0, 0, 0, 26, 1514, 56526, 84, 0, 0, 0, 0, 0, 554, 12840, 50177, 36, 0, 0, 0, 0, 15, 452, 7722, 35549, 35, 0, 0, 0, 0, 30, 69, 4897, 13021, 0, 0, 0, 0, 0, 42, 1, 1956, 12925, epithelium
22, 2, 0, 0, 0, 0, 0, 0, 91, 46560, 193, 0, 0, 0, 0, 0, 0, 14860, 120388, 340, 0, 0, 0, 0, 0, 100, 30097, 120264, 110, 0, 0, 0, 0, 3, 688, 24411, 58087, 25, 0, 0, 0, 0, 18, 288, 9827, 16522, 2, 0, 0, 0, 0, 6, 29, 2365, 4250, 0, 0, 0, 0, 0, 13, 3, 958, 3080, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 784, 13, 0, 0, 0, 0, 0, 1, 684, 38019, 336, 0, 0, 0, 0, 1, 1162, 17469, 137338, 107, 0, 0, 0, 0, 25, 490, 19305, 48655, 8, 0, 0, 0, 0, 35, 91, 2463, 4266, 0, 0, 0, 0, 0, 0, 0, 134, 55, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3, 0, 0, 0, 0, 0, 1, 60, 862, 22, 0, 0, 0, 0, 0, 68, 339, 1863, 17, 0, 0, 0, 0, 9, 84, 887, 4313, 32, 0, 0, 0, 1, 31, 440, 2310, 22623, 12, 0, 0, 0, 0, 131, 0, 3539, 3745, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 1216, 71, 0, 0, 0, 0, 0, 19, 1241, 24715, 87, 0, 0, 0, 0, 1, 408, 8565, 23172, 9, 0, 0, 0, 0, 4, 75, 3340, 3748, 0, 0, 0, 0, 1, 9, 20, 667, 639, 0, 0, 0, 0, 0, 2, 1, 60, 4, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 409, 66, 0, 0, 0, 0, 2, 281, 438, 20536, 83, 0, 0, 0, 0, 16, 443, 7275, 17726, 7, 0, 0, 0, 1, 57, 65, 3276, 2564, 0, 0, 0, 0, 2, 27, 2, 46, 30, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 9, 1735, 90, 0, 0, 0, 0, 0, 1, 1908, 95139, 1281, 0, 0, 0, 0, 0, 205, 50402, 400705, 200, 0, 0, 0, 0, 0, 691, 76921, 100059, 13, 0, 0, 0, 0, 10, 52, 6817, 4951, 0, 0, 0, 0, 0, 0, 0, 105, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 4, 148, 16, 0, 0, 0, 0, 0, 0, 221, 7737, 61, 0, 0, 0, 0, 0, 51, 4081, 22396, 9, 0, 0, 0, 0, 1, 202, 4668, 5153, 5, 0, 0, 0, 1, 17, 107, 682, 1368, 0, 0, 0, 0, 0, 19, 29, 226, 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 0, 0, 0, 0, 0, 0, 207, 21921, 196, 0, 0, 0, 0, 0, 48, 8993, 61469, 5, 0, 0, 0, 0, 1, 292, 6401, 10299, 17, 0, 0, 0, 0, 15, 90, 1149, 3442, 0, 0, 0, 0, 1, 21, 58, 631, 1959, 2, 0, 0, 0, 0, 123, 0, 378, 2324, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 6, 0, 0, 0, 0, 0, 0, 161, 22274, 545, 0, 0, 0, 0, 0, 39, 14661, 228106, 751, 0, 0, 0, 0, 2, 1396, 79047, 228317, 145, 0, 0, 0, 0, 23, 473, 36059, 83182, 34, 0, 0, 0, 0, 45, 94, 13016, 22760, 8, 0, 0, 1, 0, 10, 0, 2631, 4010, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 0, 0, 0, 0, 0, 0, 27, 337, 5, 0, 0, 0, 0, 1, 38, 72, 1842, 17, 0, 0, 0, 0, 1, 148, 906, 9800, 85, 0, 0, 0, 2, 26, 676, 3936, 44198, 7, 0, 0, 0, 0, 149, 0, 3287, 3588, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 15, 2571, 59, 0, 0, 0, 0, 0, 4, 2036, 67998, 121, 0, 0, 0, 0, 2, 576, 16648, 47734, 29, 0, 0, 0, 0, 10, 192, 6464, 14692, 3, 0, 0, 0, 0, 24, 101, 1693, 3348, 0, 0, 0, 0, 0, 65, 0, 289, 1775, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 1255, 18, 0, 0, 0, 0, 0, 8, 674, 7013, 22, 0, 0, 0, 0, 1, 335, 1885, 25366, 139, 0, 0, 0, 0, 8, 575, 10223, 76618, 40, 0, 0, 0, 2, 61, 453, 19222, 80957, 33, 0, 0, 0, 0, 401, 1, 12325, 31663, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 11020, 266, 0, 0, 0, 0, 0, 29, 7811, 102249, 156, 0, 0, 0, 0, 1, 740, 26064, 48517, 24, 0, 0, 0, 0, 21, 283, 4025, 7227, 1, 0, 0, 0, 0, 18, 65, 909, 1102, 0, 0, 0, 0, 0, 3, 0, 73, 8, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 39, 3822, 74, 0, 0, 0, 0, 0, 11, 2307, 22099, 182, 0, 0, 0, 0, 0, 280, 9396, 40533, 153, 0, 0, 0, 0, 25, 421, 20830, 82087, 427, 0, 0, 0, 2, 176, 1414, 42045, 220757, 44, 0, 0, 0, 0, 322, 8, 31415, 35917, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 655, 12, 0, 0, 0, 0, 0, 1, 786, 22791, 267, 0, 0, 0, 0, 1, 579, 7722, 43360, 15, 0, 0, 0, 1, 10, 171, 4693, 5945, 2, 0, 0, 0, 1, 18, 47, 920, 2225, 0, 0, 0, 0, 0, 37, 0, 562, 988, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 89, 16560, 431, 0, 0, 0, 0, 0, 33, 8039, 368054, 946, 0, 0, 0, 0, 0, 1219, 79209, 272556, 117, 0, 0, 0, 0, 34, 486, 17896, 63533, 27, 0, 0, 0, 0, 90, 232, 8766, 26069, 7, 0, 0, 0, 3, 462, 0, 2701, 27353, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 3, 0, 0, 0, 0, 0, 0, 94, 8380, 126, 0, 0, 0, 0, 0, 205, 4343, 32296, 26, 0, 0, 0, 0, 8, 309, 5299, 12008, 13, 0, 0, 0, 1, 51, 335, 1388, 5502, 0, 0, 0, 0, 1, 161, 0, 725, 3081, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 958, 0, 0, 0, 0, 0, 0, 0, 390, 4218, 68, 0, 0, 0, 0, 0, 16, 2119, 56065, 926, 0, 0, 0, 0, 1, 1617, 28390, 249344, 697, 0, 0, 0, 0, 66, 833, 59767, 176317, 12, 0, 0, 0, 0, 21, 11, 9177, 7725, 2, 0, 0, 0, 0, 0, 0, 785, 1100, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 8, 0, 0, 0, 0, 0, 0, 128, 12991, 226, 0, 0, 0, 0, 0, 27, 6618, 45046, 240, 0, 0, 0, 0, 0, 498, 19881, 61516, 91, 0, 0, 0, 0, 39, 1096, 32495, 121767, 94, 0, 0, 0, 2, 84, 209, 24269, 32585, 0, 0, 0, 0, 0, 0, 0, 43, 13, stroma
0, 0, 0, 0, 0, 0, 0, 0, 164, 13331, 268, 0, 0, 0, 0, 0, 15, 8172, 214208, 134, 0, 0, 0, 0, 0, 118, 29120, 58488, 28, 0, 0, 0, 0, 0, 120, 6935, 17744, 12, 0, 0, 0, 0, 7, 95, 3755, 8130, 10, 0, 0, 0, 0, 11, 14, 1059, 2383, 0, 0, 0, 0, 0, 4, 0, 454, 1246, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 21, 1921, 81, 0, 0, 0, 0, 0, 3, 2381, 95144, 124, 0, 0, 0, 0, 0, 96, 15041, 45792, 19, 0, 0, 0, 0, 1, 239, 4622, 11642, 4, 0, 0, 0, 0, 11, 68, 2102, 4331, 0, 0, 0, 0, 0, 7, 7, 736, 1317, 1, 0, 0, 0, 0, 0, 0, 44, 6, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 158, 6, 0, 0, 0, 0, 0, 7, 253, 6814, 105, 0, 0, 0, 0, 2, 312, 3766, 20199, 34, 0, 0, 0, 0, 16, 291, 4204, 13489, 3, 0, 0, 0, 0, 24, 90, 733, 931, 0, 0, 0, 0, 0, 15, 0, 62, 8, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 10, 0, 0, 0, 0, 0, 0, 107, 1957, 50, 0, 0, 0, 0, 0, 38, 666, 7151, 89, 0, 0, 0, 0, 17, 164, 3991, 15346, 73, 0, 0, 0, 3, 57, 897, 9761, 92631, 385, 0, 0, 0, 0, 1053, 1, 39436, 142946, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 15, 0, 0, 0, 0, 0, 0, 76, 4248, 96, 0, 0, 0, 0, 0, 192, 2035, 37348, 271, 0, 0, 0, 0, 20, 530, 16199, 108406, 651, 0, 0, 0, 3, 151, 2362, 46524, 514321, 73, 0, 0, 0, 0, 259, 1, 40029, 27189, stroma
